InvoiceNo,Revenue,IsAnomaly
546007,1273.26,True
581003,1273.15,True
569085,1272.0,True
571272,1271.57,True
562114,1270.42,True
563100,1268.74,True
547941,1267.5,True
566571,1267.32,True
556578,1266.66,True
550183,1266.23,True
551148,1265.4,True
542536,1264.34,True
552061,1264.0800000000002,True
570443,1263.97,True
540253,1263.72,True
539957,1262.85,True
568593,1261.81,True
539718,1261.19,True
568048,1261.09,True
548666,1260.15,True
557500,1259.85,True
571033,1259.46,True
571913,1258.3700000000001,True
544286,1257.8700000000001,True
562770,1256.95,True
572224,1256.69,True
570273,1256.67,True
539039,1256.32,True
547547,1254.42,True
577148,1253.66,True
562935,1253.05,True
566481,1253.0,True
543674,1252.2,True
547510,1251.48,True
566345,1250.71,True
565228,1250.4,True
553052,1249.7,True
568901,1248.78,True
551719,1248.33,True
538653,1247.64,True
568149,1247.53,True
575512,1247.41,True
566408,1246.33,True
578702,1245.81,True
572052,1244.16,True
544450,1242.95,True
560239,1242.38,True
564734,1241.99,True
554155,1241.98,True
554301,1241.98,True
539444,1241.43,True
544645,1240.4,True
537641,1240.19,True
566258,1239.86,True
543660,1239.43,True
579538,1239.38,True
569020,1238.54,True
576083,1238.48,True
557937,1238.33,True
540642,1238.06,True
543188,1236.73,True
559637,1236.48,True
562973,1234.0,True
567128,1233.01,True
571502,1232.95,True
540647,1232.32,True
550457,1231.6000000000001,True
570797,1229.42,True
543345,1229.32,True
566271,1228.83,True
538660,1228.4,True
574587,1228.24,True
555925,1227.03,True
565631,1226.16,True
568676,1225.49,True
555282,1225.26,True
579938,1225.16,True
580742,1225.0,True
566913,1224.64,True
547037,1224.6,True
553879,1223.24,True
562219,1221.56,True
557067,1221.55,True
563241,1221.4,True
554054,1221.03,True
560209,1220.77,True
540183,1220.4,True
550135,1220.4,True
559557,1217.64,True
553535,1216.12,True
550638,1215.52,True
561507,1214.81,True
573748,1212.67,True
559673,1212.26,True
543399,1211.45,True
566207,1210.32,True
570388,1209.88,True
551258,1209.8,True
540126,1209.1,True
552042,1208.31,True
557644,1207.28,True
541410,1207.13,True
538526,1206.72,True
575086,1206.3,True
549953,1206.29,True
573130,1204.36,True
581495,1203.9,True
553315,1203.3200000000002,True
562207,1202.22,True
570458,1202.03,True
541280,1199.33,True
560453,1198.3799999999999,True
550711,1196.96,True
545999,1195.95,True
544089,1195.56,True
574336,1195.09,True
538844,1194.52,True
547385,1194.37,True
545447,1193.88,True
571670,1193.32,True
569097,1192.5,True
546892,1191.71,True
561218,1191.6299999999999,True
550499,1191.41,True
581266,1188.2,True
567148,1188.18,True
538848,1188.0,True
564351,1187.74,True
580243,1187.2,True
581006,1186.78,True
580675,1186.48,True
538995,1185.8600000000001,True
577316,1185.85,True
553375,1184.22,True
574062,1183.9,True
569893,1183.72,True
548494,1182.0,True
568058,1181.68,True
571671,1181.52,True
563166,1181.44,True
538999,1181.0,True
545027,1180.5,True
559676,1180.1200000000001,True
564972,1179.64,True
540122,1179.6,True
543116,1177.84,True
571829,1177.64,True
552904,1177.0,True
546927,1175.44,True
556937,1175.32,True
572307,1172.73,True
556781,1172.6,True
539736,1172.46,True
574700,1171.59,True
557322,1171.46,True
580111,1171.4,True
581097,1170.0,True
548531,1170.0,True
548404,1169.95,True
539087,1168.2,True
576359,1167.6000000000001,True
538630,1167.41,True
577071,1166.7,True
543852,1165.96,True
549431,1163.75,True
569514,1162.68,True
579167,1162.65,True
563288,1161.07,True
552734,1160.67,True
550987,1160.48,True
544484,1159.47,True
560876,1159.06,True
571203,1157.08,True
538255,1156.05,True
554982,1155.6,True
548970,1155.0,True
561242,1152.8,True
557278,1152.52,True
537818,1149.29,True
579249,1147.2,True
540801,1147.1799999999998,True
553088,1147.15,True
560036,1147.1,True
573008,1146.96,True
568158,1146.8,True
540157,1145.33,True
576768,1145.32,True
537081,1145.06,True
579267,1144.75,True
550201,1143.6,True
564306,1142.88,True
539728,1141.24,True
558910,1141.2,True
547703,1140.76,True
555478,1139.04,True
549023,1138.84,True
540469,1138.67,True
557007,1137.99,True
577850,1136.96,True
575896,1136.6799999999998,True
548913,1136.3,True
547892,1136.3,True
571180,1135.89,True
576779,1134.6,True
553210,1133.33,True
551698,1132.95,True
536584,1132.8000000000002,True
569123,1132.55,True
565927,1132.38,True
544283,1131.46,True
542423,1131.0,True
564670,1130.95,True
575269,1130.74,True
580279,1129.84,True
544098,1129.35,True
548969,1129.2,True
552272,1128.94,True
552171,1128.6,True
558870,1128.6,True
543588,1127.52,True
563950,1127.02,True
554640,1126.6,True
566562,1126.47,True
557427,1125.4,True
565726,1124.49,True
562807,1124.19,True
553340,1122.2,True
580092,1121.79,True
572229,1121.76,True
552000,1121.57,True
567665,1121.46,True
539708,1121.38,True
555798,1121.1299999999999,True
545906,1120.93,True
545474,1120.53,True
577633,1120.1100000000001,True
562928,1119.88,True
549925,1119.36,True
543842,1119.36,True
553997,1118.4,True
556060,1118.04,True
568908,1117.86,True
561513,1115.78,True
576844,1115.52,True
564372,1114.52,True
558263,1113.6000000000001,True
548514,1113.33,True
558125,1112.3200000000002,True
558066,1110.73,True
551650,1110.72,True
557878,1110.68,True
553067,1110.51,True
556579,1109.53,True
562722,1109.3400000000001,True
555477,1109.32,True
575959,1108.78,True
562218,1106.96,True
569556,1105.16,True
552867,1105.0,True
561073,1104.31,True
546252,1104.13,True
542231,1104.11,True
549985,1103.73,True
571828,1103.3600000000001,True
564305,1103.32,True
564093,1103.15,True
551563,1102.86,True
556503,1101.8600000000001,True
543909,1101.82,True
538625,1101.77,True
568391,1101.2,True
554974,1100.55,True
544586,1100.25,True
577719,1100.22,True
568101,1098.78,True
550636,1098.3899999999999,True
544295,1097.58,True
572240,1097.24,True
572134,1096.65,True
541269,1096.0,True
575060,1095.29,True
536617,1095.1200000000001,True
565901,1094.9,True
569365,1094.71,True
551529,1094.33,True
555005,1093.44,True
556826,1093.31,True
544400,1092.43,True
552315,1092.43,True
565519,1092.35,True
578365,1092.1,True
571243,1091.29,True
575854,1091.28,True
581412,1090.95,True
577816,1090.92,True
554707,1090.76,True
571058,1090.1399999999999,True
561911,1089.18,True
560828,1088.86,True
564755,1088.78,True
581146,1088.69,True
558963,1088.5,True
566076,1087.7,True
542106,1086.9,True
559865,1086.8300000000002,True
568716,1086.21,True
554709,1086.0,True
547387,1085.99,True
539250,1085.46,True
539607,1084.5900000000001,True
556956,1084.24,True
581433,1084.14,True
554132,1083.58,True
561371,1083.06,True
578362,1082.14,True
542084,1081.3,True
559660,1080.65,True
579106,1080.48,True
581458,1080.0,True
566561,1079.47,True
550911,1079.4,True
543774,1078.9,True
539739,1077.8,True
569910,1077.75,True
571360,1077.74,True
552547,1077.4,True
556968,1077.1200000000001,True
538313,1076.3200000000002,True
579885,1075.36,True
567092,1074.82,True
578359,1074.0,True
567785,1074.0,True
572028,1073.37,True
579069,1073.23,True
553739,1073.09,True
577318,1072.73,True
549246,1072.2,True
576909,1072.1200000000001,True
538196,1071.9,True
555340,1071.4,True
551468,1071.13,True
569253,1071.03,True
566260,1070.48,True
576521,1070.4,True
553527,1069.47,True
563163,1069.2,True
575973,1068.91,True
558861,1067.88,True
579470,1067.57,True
580500,1067.33,True
567639,1067.28,True
568553,1066.94,True
543899,1066.14,True
551009,1065.19,True
568325,1064.34,True
569241,1064.28,True
557795,1064.22,True
554859,1063.84,True
556890,1063.3500000000001,True
542933,1063.0,True
564061,1062.88,True
562370,1062.84,True
572652,1062.43,True
573151,1062.18,True
548504,1062.1599999999999,True
567197,1062.1,True
555278,1061.3799999999999,True
567474,1061.11,True
578666,1060.25,True
570002,1059.24,True
579751,1058.71,True
565930,1057.18,True
572087,1056.9,True
536638,1056.63,True
559134,1056.62,True
549995,1056.3600000000001,True
561870,1056.11,True
570082,1055.44,True
551174,1055.17,True
549525,1053.98,True
543470,1053.79,True
550775,1052.56,True
577472,1051.8400000000001,True
577039,1050.66,True
578243,1050.3200000000002,True
575331,1049.66,True
561399,1049.38,True
539049,1048.64,True
572342,1048.0,True
580646,1048.0,True
543000,1047.17,True
564045,1047.12,True
565240,1047.12,True
558240,1046.79,True
568780,1046.68,True
569000,1045.48,True
543549,1045.44,True
566988,1045.28,True
540247,1044.65,True
554283,1044.54,True
561502,1044.2,True
572325,1044.0,True
571705,1043.78,True
567298,1043.1,True
573580,1042.4,True
546660,1041.45,True
539740,1041.32,True
577180,1040.39,True
579461,1039.09,True
568191,1039.01,True
538518,1038.6,True
559942,1037.1,True
565854,1035.82,True
556302,1035.76,True
571939,1035.45,True
541843,1035.2,True
579252,1034.4,True
537463,1033.52,True
568321,1033.34,True
570652,1032.7,True
551849,1032.46,True
568512,1032.4,True
551982,1031.59,True
568533,1031.28,True
552864,1031.07,True
551840,1030.7,True
553192,1028.56,True
542192,1028.08,True
566246,1028.04,True
553707,1026.27,True
569110,1025.78,True
550493,1025.76,True
576597,1025.3500000000001,True
542785,1025.34,True
557211,1025.34,True
552786,1024.8,True
536394,1024.68,True
561625,1024.44,True
566582,1024.08,True
569362,1023.96,True
544045,1023.8400000000001,True
576220,1023.42,True
545901,1022.77,True
560895,1021.9200000000001,True
564046,1020.0,True
564516,1019.6700000000001,True
571665,1019.47,True
562393,1019.44,True
544278,1019.42,True
570514,1018.51,True
568782,1018.22,True
546875,1017.6800000000001,True
556042,1016.57,True
562433,1016.04,True
548405,1015.83,True
567792,1015.2,True
549833,1015.14,True
572212,1014.6400000000001,True
575612,1014.61,True
575632,1013.86,True
575507,1013.01,True
556953,1012.86,True
544933,1012.8199999999999,True
548293,1012.6,True
542080,1012.01,True
566193,1010.95,True
542713,1009.8,True
550899,1009.69,True
566869,1009.27,True
573385,1008.67,True
555896,1008.61,True
550822,1007.9,True
554139,1007.75,True
551301,1007.4,True
